OrderDate_Year;OrderDate_Month;CustomerKey;Cantidad_Total_Productos;Compra_Total;Cantidad_Compras;Total_Subcategorias_Compradas;Q_Productos_Compra;Ticket_Compra
2016;7;16524;1;3578,27;1;1;1,0;3578,27
2016;7;16525;1;3578,27;1;1;1,0;3578,27
2016;7;16526;1;3578,27;1;1;1,0;3578,27
2016;7;16527;1;3578,27;1;1;1,0;3578,27
2016;7;16528;1;3578,27;1;1;1,0;3578,27
2016;7;16529;1;3578,27;1;1;1,0;3578,27
2016;7;16607;1;3578,27;1;1;1,0;3578,27
2016;7;16612;1;3578,27;1;1;1,0;3578,27
2016;7;16616;1;3578,27;1;1;1,0;3578,27
2016;7;16620;1;3578,27;1;1;1,0;3578,27
2016;7;16623;1;3578,27;1;1;1,0;3578,27
2016;7;16624;1;3578,27;1;1;1,0;3578,27
2016;7;16629;1;3578,27;1;1;1,0;3578,27
2016;7;16630;1;3578,27;1;1;1,0;3578,27
2016;7;16631;1;3578,27;1;1;1,0;3578,27
2016;7;16636;1;3578,27;1;1;1,0;3578,27
2016;7;17956;3;2097,2946;1;1;3,0;2097,2946
2016;7;17957;2;1398,1964;1;1;2,0;1398,1964
2016;7;19802;1;3374,99;1;1;1,0;3374,99
2016;7;19941;2;1398,1964;1;1;2,0;1398,1964
2016;7;19942;3;2097,2946;1;1;3,0;2097,2946
2016;7;20042;3;2097,2946;1;1;3,0;2097,2946
2016;7;21659;1;3578,27;1;1;1,0;3578,27
2016;7;21710;1;3578,27;1;1;1,0;3578,27
2016;7;21727;1;3578,27;1;1;1,0;3578,27
2016;7;21741;1;3578,27;1;1;1,0;3578,27
2016;7;21768;1;3578,27;1;1;1,0;3578,27
2016;7;25249;3;2097,2946;1;1;3,0;2097,2946
2016;7;25250;2;1398,1964;1;1;2,0;1398,1964
2016;7;25252;3;2097,2946;1;1;3,0;2097,2946
2016;7;25857;1;3399,99;1;1;1,0;3399,99
2016;7;25861;1;3399,99;1;1;1,0;3399,99
2016;7;25863;1;3399,99;1;1;1,0;3399,99
2016;7;25865;1;3374,99;1;1;1,0;3374,99
2016;7;25866;1;3374,99;1;1;1,0;3374,99
2016;7;26620;3;2097,2946;1;1;3,0;2097,2946
2016;7;27577;1;3578,27;1;1;1,0;3578,27
2016;7;27578;1;3578,27;1;1;1,0;3578,27
2016;7;27601;1;3578,27;1;1;1,0;3578,27
2016;7;27604;1;3578,27;1;1;1,0;3578,27
2016;7;27605;1;3578,27;1;1;1,0;3578,27
2016;7;27606;1;3578,27;1;1;1,0;3578,27
2016;7;27611;1;3578,27;1;1;1,0;3578,27
2016;7;27612;1;3578,27;1;1;1,0;3578,27
2016;7;27614;1;3578,27;1;1;1,0;3578,27
2016;7;27615;1;3578,27;1;1;1,0;3578,27
2016;7;27616;1;3578,27;1;1;1,0;3578,27
2016;7;27617;1;3578,27;1;1;1,0;3578,27
2016;7;27621;1;3578,27;1;1;1,0;3578,27
2016;7;27623;1;3578,27;1;1;1,0;3578,27
2016;7;27625;1;3578,27;1;1;1,0;3578,27
2016;7;27636;1;3578,27;1;1;1,0;3578,27
2016;7;27641;1;3578,27;1;1;1,0;3578,27
2016;7;27645;1;3578,27;1;1;1,0;3578,27
2016;7;27646;1;3578,27;1;1;1,0;3578,27
2016;7;27649;1;3578,27;1;1;1,0;3578,27
2016;7;27651;1;3578,27;1;1;1,0;3578,27
2016;7;27662;1;3578,27;1;1;1,0;3578,27
2016;7;27663;1;3578,27;1;1;1,0;3578,27
2016;7;27666;1;3578,27;1;1;1,0;3578,27
2016;7;27667;1;3578,27;1;1;1,0;3578,27
2016;7;27668;1;3578,27;1;1;1,0;3578,27
2016;7;27669;1;3578,27;1;1;1,0;3578,27
2016;7;27670;1;3578,27;1;1;1,0;3578,27
2016;7;27671;1;3578,27;1;1;1,0;3578,27
2016;7;27673;1;3578,27;1;1;1,0;3578,27
2016;7;28389;1;3399,99;1;1;1,0;3399,99
2016;7;28390;1;3374,99;1;1;1,0;3374,99
2016;7;28393;1;3374,99;1;1;1,0;3374,99
2016;7;29385;1;3399,99;1;1;1,0;3399,99
2016;8;11030;1;3399,99;1;1;1,0;3399,99
2016;8;11031;1;3399,99;1;1;1,0;3399,99
2016;8;11032;1;3374,99;1;1;1,0;3374,99
2016;8;11033;1;3374,99;1;1;1,0;3374,99
2016;8;11034;1;3399,99;1;1;1,0;3399,99
2016;8;11035;1;3374,99;1;1;1,0;3374,99
2016;8;11038;1;3374,99;1;1;1,0;3374,99
2016;8;11039;1;3399,99;1;1;1,0;3399,99
2016;8;11044;1;3374,99;1;1;1,0;3374,99
2016;8;11046;1;3374,99;1;1;1,0;3374,99
2016;8;11047;1;3399,99;1;1;1,0;3399,99
2016;8;11048;1;3374,99;1;1;1,0;3374,99
2016;8;11050;1;3374,99;1;1;1,0;3374,99
2016;8;11052;1;3374,99;1;1;1,0;3374,99
2016;8;11054;1;3399,99;1;1;1,0;3399,99
2016;8;11055;1;3374,99;1;1;1,0;3374,99
2016;8;11056;1;3374,99;1;1;1,0;3374,99
2016;8;11057;1;3374,99;1;1;1,0;3374,99
2016;8;11240;1;3399,99;1;1;1,0;3399,99
2016;8;11243;1;3399,99;1;1;1,0;3399,99
2016;8;11244;1;3399,99;1;1;1,0;3399,99
2016;8;11247;1;3374,99;1;1;1,0;3374,99
2016;8;12124;1;3578,27;1;1;1,0;3578,27
2016;8;12131;1;3578,27;1;1;1,0;3578,27
2016;8;12132;1;3578,27;1;1;1,0;3578,27
2016;8;13514;1;3578,27;1;1;1,0;3578,27
2016;8;13515;1;3578,27;1;1;1,0;3578,27
2016;8;13538;1;3578,27;1;1;1,0;3578,27
2016;8;13540;1;3578,27;1;1;1,0;3578,27
2016;8;13541;1;3578,27;1;1;1,0;3578,27
2016;8;13542;1;3578,27;1;1;1,0;3578,27
2016;8;13543;1;3578,27;1;1;1,0;3578,27
2016;8;13545;1;3578,27;1;1;1,0;3578,27
2016;8;13546;1;3578,27;1;1;1,0;3578,27
2016;8;13548;1;3578,27;1;1;1,0;3578,27
2016;8;13559;1;3578,27;1;1;1,0;3578,27
2016;8;13600;1;3578,27;1;1;1,0;3578,27
2016;8;13602;1;3578,27;1;1;1,0;3578,27
2016;8;13661;1;3578,27;1;1;1,0;3578,27
2016;8;13678;1;3578,27;1;1;1,0;3578,27
2016;8;13679;1;3578,27;1;1;1,0;3578,27
2016;8;13680;1;3578,27;1;1;1,0;3578,27
2016;8;13687;1;3578,27;1;1;1,0;3578,27
2016;8;13689;1;3578,27;1;1;1,0;3578,27
2016;8;13690;1;3578,27;1;1;1,0;3578,27
2016;8;13691;1;3578,27;1;1;1,0;3578,27
2016;8;13693;1;3578,27;1;1;1,0;3578,27
2016;8;14565;2;1398,1964;1;1;2,0;1398,1964
2016;8;14572;2;1398,1964;1;1;2,0;1398,1964
2016;8;14576;2;1398,1964;1;1;2,0;1398,1964
2016;8;14577;2;1398,1964;1;1;2,0;1398,1964
2016;8;16637;1;3578,27;1;1;1,0;3578,27
2016;8;16638;1;3578,27;1;1;1,0;3578,27
2016;8;16639;1;3578,27;1;1;1,0;3578,27
2016;8;16656;1;3578,27;1;1;1,0;3578,27
2016;8;16657;1;3578,27;1;1;1,0;3578,27
2016;8;16658;1;3578,27;1;1;1,0;3578,27
2016;8;16659;1;3578,27;1;1;1,0;3578,27
2016;8;16660;1;3578,27;1;1;1,0;3578,27
2016;8;16661;1;3578,27;1;1;1,0;3578,27
2016;8;16662;1;3578,27;1;1;1,0;3578,27
2016;8;16663;1;3578,27;1;1;1,0;3578,27
2016;8;16664;1;3578,27;1;1;1,0;3578,27
2016;8;16675;1;3578,27;1;1;1,0;3578,27
2016;8;16684;1;3578,27;1;1;1,0;3578,27
2016;8;16685;1;3578,27;1;1;1,0;3578,27
2016;8;16686;1;3578,27;1;1;1,0;3578,27
2016;8;16687;1;3578,27;1;1;1,0;3578,27
2016;8;16688;1;3578,27;1;1;1,0;3578,27
2016;8;16691;1;3578,27;1;1;1,0;3578,27
2016;8;16693;1;3578,27;1;1;1,0;3578,27
2016;8;16696;1;3578,27;1;1;1,0;3578,27
2016;8;16701;1;3578,27;1;1;1,0;3578,27
2016;8;16702;1;3578,27;1;1;1,0;3578,27
2016;8;16703;1;3578,27;1;1;1,0;3578,27
2016;8;16707;1;3578,27;1;1;1,0;3578,27
2016;8;16708;1;3578,27;1;1;1,0;3578,27
2016;8;16712;1;3578,27;1;1;1,0;3578,27
2016;8;16713;1;3578,27;1;1;1,0;3578,27
2016;8;16740;1;3578,27;1;1;1,0;3578,27
2016;8;16741;1;3578,27;1;1;1,0;3578,27
2016;8;16742;1;3578,27;1;1;1,0;3578,27
2016;8;16743;1;3578,27;1;1;1,0;3578,27
2016;8;16744;1;3578,27;1;1;1,0;3578,27
2016;8;16745;1;3578,27;1;1;1,0;3578,27
2016;8;16928;1;3578,27;1;1;1,0;3578,27
2016;8;16929;1;3578,27;1;1;1,0;3578,27
2016;8;16931;1;3578,27;1;1;1,0;3578,27
2016;8;17045;1;3578,27;1;1;1,0;3578,27
2016;8;17046;1;3578,27;1;1;1,0;3578,27
2016;8;17047;1;3578,27;1;1;1,0;3578,27
2016;8;17048;1;3578,27;1;1;1,0;3578,27
2016;8;17049;1;3578,27;1;1;1,0;3578,27
2016;8;17050;1;3578,27;1;1;1,0;3578,27
2016;8;17051;1;3578,27;1;1;1,0;3578,27
2016;8;17971;3;2097,2946;1;1;3,0;2097,2946
2016;8;19325;2;1398,1964;1;1;2,0;1398,1964
2016;8;19329;2;1398,1964;1;1;2,0;1398,1964
2016;8;19829;1;3374,99;1;1;1,0;3374,99
2016;8;19830;1;3374,99;1;1;1,0;3374,99
2016;8;20048;1;699,0982;1;1;1,0;699,0982
2016;8;20049;1;699,0982;1;1;1,0;699,0982
2016;8;21813;1;3578,27;1;1;1,0;3578,27
2016;8;21921;1;3578,27;1;1;1,0;3578,27
2016;8;21939;1;3578,27;1;1;1,0;3578,27
2016;8;22008;1;3578,27;1;1;1,0;3578,27
2016;8;22041;1;3578,27;1;1;1,0;3578,27
2016;8;22050;1;3578,27;1;1;1,0;3578,27
2016;8;25270;3;2097,2946;1;1;3,0;2097,2946
2016;8;25271;3;2097,2946;1;1;3,0;2097,2946
2016;8;25272;2;1398,1964;1;1;2,0;1398,1964
2016;8;25273;1;699,0982;1;1;1,0;699,0982
2016;8;25294;1;699,0982;1;1;1,0;699,0982
2016;8;25555;2;1398,1964;1;1;2,0;1398,1964
2016;8;25867;1;3399,99;1;1;1,0;3399,99
2016;8;25868;1;3399,99;1;1;1,0;3399,99
2016;8;25872;1;3399,99;1;1;1,0;3399,99
2016;8;25876;1;3374,99;1;1;1,0;3374,99
2016;8;25878;1;3399,99;1;1;1,0;3399,99
2016;8;26629;3;2097,2946;1;1;3,0;2097,2946
2016;8;27678;1;3578,27;1;1;1,0;3578,27
2016;8;27681;1;3578,27;1;1;1,0;3578,27
2016;8;27726;1;3578,27;1;1;1,0;3578,27
2016;8;27759;1;3578,27;1;1;1,0;3578,27
2016;8;27917;1;3578,27;1;1;1,0;3578,27
2016;8;27918;1;3578,27;1;1;1,0;3578,27
2016;8;27919;1;3578,27;1;1;1,0;3578,27
2016;8;27920;1;3578,27;1;1;1,0;3578,27
2016;8;28014;1;3578,27;1;1;1,0;3578,27
2016;8;28017;1;3578,27;1;1;1,0;3578,27
2016;8;28018;1;3578,27;1;1;1,0;3578,27
2016;8;28022;1;3578,27;1;1;1,0;3578,27
2016;8;28030;1;3578,27;1;1;1,0;3578,27
2016;8;28031;1;3578,27;1;1;1,0;3578,27
2016;8;28038;1;3578,27;1;1;1,0;3578,27
2016;8;28039;1;3578,27;1;1;1,0;3578,27
2016;8;28040;1;3578,27;1;1;1,0;3578,27
2016;8;28041;1;3578,27;1;1;1,0;3578,27
2016;8;28042;1;3578,27;1;1;1,0;3578,27
2016;8;28044;1;3578,27;1;1;1,0;3578,27
2016;8;28047;1;3578,27;1;1;1,0;3578,27
2016;8;28061;1;3578,27;1;1;1,0;3578,27
2016;8;28062;1;3578,27;1;1;1,0;3578,27
2016;8;28063;1;3578,27;1;1;1,0;3578,27
2016;8;28064;1;3578,27;1;1;1,0;3578,27
2016;8;28065;1;3578,27;1;1;1,0;3578,27
2016;8;28066;1;3578,27;1;1;1,0;3578,27
2016;8;28067;1;3578,27;1;1;1,0;3578,27
2016;8;28068;1;3578,27;1;1;1,0;3578,27
2016;8;28070;1;3578,27;1;1;1,0;3578,27
2016;8;28071;1;3578,27;1;1;1,0;3578,27
2016;8;28076;1;3578,27;1;1;1,0;3578,27
2016;8;28078;1;3578,27;1;1;1,0;3578,27
2016;8;28083;1;3578,27;1;1;1,0;3578,27
2016;8;28394;1;3399,99;1;1;1,0;3399,99
2016;8;28395;1;3374,99;1;1;1,0;3374,99
2016;9;11058;1;3399,99;1;1;1,0;3399,99
2016;9;11060;1;3399,99;1;1;1,0;3399,99
2016;9;11061;1;3374,99;1;1;1,0;3374,99
2016;9;11250;1;3399,99;1;1;1,0;3399,99
2016;9;11333;1;3399,99;1;1;1,0;3399,99
2016;9;11334;1;3399,99;1;1;1,0;3399,99
2016;9;11337;1;3374,99;1;1;1,0;3374,99
2016;9;12211;1;3578,27;1;1;1,0;3578,27
2016;9;12212;1;3578,27;1;1;1,0;3578,27
2016;9;12217;1;3578,27;1;1;1,0;3578,27
2016;9;12219;1;3578,27;1;1;1,0;3578,27
2016;9;12220;1;3578,27;1;1;1,0;3578,27
2016;9;12221;1;3578,27;1;1;1,0;3578,27
2016;9;12254;1;3578,27;1;1;1,0;3578,27
2016;9;12255;1;3578,27;1;1;1,0;3578,27
2016;9;12256;1;3578,27;1;1;1,0;3578,27
2016;9;13560;1;3578,27;1;1;1,0;3578,27
2016;9;13567;1;3578,27;1;1;1,0;3578,27
2016;9;13570;1;3578,27;1;1;1,0;3578,27
2016;9;13572;1;3578,27;1;1;1,0;3578,27
2016;9;13579;1;3578,27;1;1;1,0;3578,27
2016;9;13580;1;3578,27;1;1;1,0;3578,27
2016;9;13765;1;3578,27;1;1;1,0;3578,27
2016;9;13772;1;3578,27;1;1;1,0;3578,27
2016;9;13777;1;3578,27;1;1;1,0;3578,27
2016;9;13783;1;3578,27;1;1;1,0;3578,27
2016;9;13784;1;3578,27;1;1;1,0;3578,27
2016;9;13792;1;3578,27;1;1;1,0;3578,27
2016;9;13794;1;3578,27;1;1;1,0;3578,27
2016;9;13820;1;3578,27;1;1;1,0;3578,27
2016;9;13821;1;3578,27;1;1;1,0;3578,27
2016;9;13841;1;3578,27;1;1;1,0;3578,27
2016;9;13845;1;3578,27;1;1;1,0;3578,27
2016;9;13846;1;3578,27;1;1;1,0;3578,27
2016;9;13847;1;3578,27;1;1;1,0;3578,27
2016;9;14580;1;699,0982;1;1;1,0;699,0982
2016;9;14581;2;1398,1964;1;1;2,0;1398,1964
2016;9;14584;3;2097,2946;1;1;3,0;2097,2946
2016;9;14585;3;2097,2946;1;1;3,0;2097,2946
2016;9;14589;2;1398,1964;1;1;2,0;1398,1964
2016;9;14590;2;1398,1964;1;1;2,0;1398,1964
2016;9;17055;1;3578,27;1;1;1,0;3578,27
2016;9;17056;1;3578,27;1;1;1,0;3578,27
2016;9;17064;1;3578,27;1;1;1,0;3578,27
2016;9;17065;1;3578,27;1;1;1,0;3578,27
2016;9;17069;1;3578,27;1;1;1,0;3578,27
2016;9;17071;1;3578,27;1;1;1,0;3578,27
2016;9;17079;1;3578,27;1;1;1,0;3578,27
2016;9;17229;1;3578,27;1;1;1,0;3578,27
2016;9;17232;1;3578,27;1;1;1,0;3578,27
2016;9;17233;1;3578,27;1;1;1,0;3578,27
2016;9;17240;1;3578,27;1;1;1,0;3578,27
2016;9;17241;1;3578,27;1;1;1,0;3578,27
2016;9;17242;1;3578,27;1;1;1,0;3578,27
2016;9;17246;1;3578,27;1;1;1,0;3578,27
2016;9;17247;1;3578,27;1;1;1,0;3578,27
2016;9;17248;1;3578,27;1;1;1,0;3578,27
2016;9;17249;1;3578,27;1;1;1,0;3578,27
2016;9;17255;1;3578,27;1;1;1,0;3578,27
2016;9;17256;1;3578,27;1;1;1,0;3578,27
2016;9;17257;1;3578,27;1;1;1,0;3578,27
2016;9;17258;1;3578,27;1;1;1,0;3578,27
2016;9;17259;1;3578,27;1;1;1,0;3578,27
2016;9;17277;1;3578,27;1;1;1,0;3578,27
2016;9;17278;1;3578,27;1;1;1,0;3578,27
2016;9;17279;1;3578,27;1;1;1,0;3578,27
2016;9;17280;1;3578,27;1;1;1,0;3578,27
2016;9;17285;1;3578,27;1;1;1,0;3578,27
2016;9;17286;1;3578,27;1;1;1,0;3578,27
2016;9;17288;1;3578,27;1;1;1,0;3578,27
2016;9;17293;1;3578,27;1;1;1,0;3578,27
2016;9;17294;1;3578,27;1;1;1,0;3578,27
2016;9;17295;1;3578,27;1;1;1,0;3578,27
2016;9;17299;1;3578,27;1;1;1,0;3578,27
2016;9;17308;1;3578,27;1;1;1,0;3578,27
2016;9;17309;1;3578,27;1;1;1,0;3578,27
2016;9;17310;1;3578,27;1;1;1,0;3578,27
2016;9;17312;1;3578,27;1;1;1,0;3578,27
2016;9;17315;1;3578,27;1;1;1,0;3578,27
2016;9;17320;1;3578,27;1;1;1,0;3578,27
2016;9;17326;1;3578,27;1;1;1,0;3578,27
2016;9;17328;1;3578,27;1;1;1,0;3578,27
2016;9;17329;1;3578,27;1;1;1,0;3578,27
2016;9;17332;1;3578,27;1;1;1,0;3578,27
2016;9;17334;1;3578,27;1;1;1,0;3578,27
2016;9;17351;1;3578,27;1;1;1,0;3578,27
2016;9;17973;3;2097,2946;1;1;3,0;2097,2946
2016;9;19339;2;1398,1964;1;1;2,0;1398,1964
2016;9;20052;1;699,0982;1;1;1,0;699,0982
2016;9;20054;3;2097,2946;1;1;3,0;2097,2946
2016;9;20060;2;1398,1964;1;1;2,0;1398,1964
2016;9;20149;1;699,0982;1;1;1,0;699,0982
2016;9;22058;1;3578,27;1;1;1,0;3578,27
2016;9;22109;1;3578,27;1;1;1,0;3578,27
2016;9;22112;1;3578,27;1;1;1,0;3578,27
2016;9;22114;1;3578,27;1;1;1,0;3578,27
2016;9;22117;1;3578,27;1;1;1,0;3578,27
2016;9;25556;2;1398,1964;1;1;2,0;1398,1964
2016;9;25557;1;699,0982;1;1;1,0;699,0982
2016;9;25558;2;1398,1964;1;1;2,0;1398,1964
2016;9;25559;3;2097,2946;1;1;3,0;2097,2946
2016;9;25879;1;3399,99;1;1;1,0;3399,99
2016;9;25886;1;3399,99;1;1;1,0;3399,99
2016;9;25887;1;3399,99;1;1;1,0;3399,99
2016;9;25888;1;3374,99;1;1;1,0;3374,99
2016;9;25889;1;3399,99;1;1;1,0;3399,99
2016;9;28088;1;3578,27;1;1;1,0;3578,27
2016;9;28096;1;3578,27;1;1;1,0;3578,27
2016;9;28097;1;3578,27;1;1;1,0;3578,27
2016;9;28099;1;3578,27;1;1;1,0;3578,27
2016;9;28112;1;3578,27;1;1;1,0;3578,27
2016;9;28131;1;3578,27;1;1;1,0;3578,27
2016;9;28142;1;3578,27;1;1;1,0;3578,27
2016;9;28145;1;3578,27;1;1;1,0;3578,27
2016;9;28147;1;3578,27;1;1;1,0;3578,27
2016;9;28148;1;3578,27;1;1;1,0;3578,27
2016;9;28149;1;3578,27;1;1;1,0;3578,27
2016;9;28150;1;3578,27;1;1;1,0;3578,27
2016;9;28152;1;3578,27;1;1;1,0;3578,27
2016;9;28154;1;3578,27;1;1;1,0;3578,27
2016;9;28155;1;3578,27;1;1;1,0;3578,27
2016;9;28156;1;3578,27;1;1;1,0;3578,27
2016;9;28158;1;3578,27;1;1;1,0;3578,27
2016;9;28159;1;3578,27;1;1;1,0;3578,27
2016;9;28162;1;3578,27;1;1;1,0;3578,27
2016;9;28163;1;3578,27;1;1;1,0;3578,27
2016;9;28164;1;3578,27;1;1;1,0;3578,27
2016;9;28166;1;3578,27;1;1;1,0;3578,27
2016;9;28167;1;3578,27;1;1;1,0;3578,27
2016;9;28168;1;3578,27;1;1;1,0;3578,27
2016;9;28170;1;3578,27;1;1;1,0;3578,27
2016;9;28171;1;3578,27;1;1;1,0;3578,27
2016;9;28172;1;3578,27;1;1;1,0;3578,27
2016;9;28179;1;3578,27;1;1;1,0;3578,27
2016;9;28180;1;3578,27;1;1;1,0;3578,27
2016;9;28181;1;3578,27;1;1;1,0;3578,27
2016;9;28182;1;3578,27;1;1;1,0;3578,27
2016;9;28183;1;3578,27;1;1;1,0;3578,27
2016;9;28184;1;3578,27;1;1;1,0;3578,27
2016;9;28185;1;3578,27;1;1;1,0;3578,27
2016;9;28186;1;3578,27;1;1;1,0;3578,27
2016;9;28190;1;3578,27;1;1;1,0;3578,27
2016;9;28191;1;3578,27;1;1;1,0;3578,27
2016;9;28193;1;3578,27;1;1;1,0;3578,27
2016;9;28194;1;3578,27;1;1;1,0;3578,27
2016;9;28401;1;3374,99;1;1;1,0;3374,99
2016;10;11069;1;3399,99;1;1;1,0;3399,99
2016;10;11070;1;3399,99;1;1;1,0;3399,99
2016;10;11072;1;3399,99;1;1;1,0;3399,99
2016;10;11075;1;3374,99;1;1;1,0;3374,99
2016;10;11076;1;3399,99;1;1;1,0;3399,99
2016;10;11077;1;3374,99;1;1;1,0;3374,99
2016;10;11080;1;3374,99;1;1;1,0;3374,99
2016;10;11092;1;3374,99;1;1;1,0;3374,99
2016;10;11093;1;3399,99;1;1;1,0;3399,99
2016;10;11095;1;3374,99;1;1;1,0;3374,99
2016;10;11096;1;3374,99;1;1;1,0;3374,99
2016;10;11097;1;3374,99;1;1;1,0;3374,99
2016;10;11099;1;3399,99;1;1;1,0;3399,99
2016;10;11100;1;3374,99;1;1;1,0;3374,99
2016;10;11101;1;3399,99;1;1;1,0;3399,99
2016;10;11103;1;3374,99;1;1;1,0;3374,99
2016;10;11341;1;3399,99;1;1;1,0;3399,99
2016;10;11343;1;3399,99;1;1;1,0;3399,99
2016;10;12261;1;3578,27;1;1;1,0;3578,27
2016;10;12265;1;3578,27;1;1;1,0;3578,27
2016;10;12267;1;3578,27;1;1;1,0;3578,27
2016;10;13606;1;3578,27;1;1;1,0;3578,27
2016;10;13607;1;3578,27;1;1;1,0;3578,27
2016;10;13666;1;3578,27;1;1;1,0;3578,27
2016;10;13685;1;3578,27;1;1;1,0;3578,27
2016;10;13686;1;3578,27;1;1;1,0;3578,27
2016;10;13697;1;3578,27;1;1;1,0;3578,27
2016;10;13767;1;3578,27;1;1;1,0;3578,27
2016;10;13770;1;3578,27;1;1;1,0;3578,27
2016;10;14146;1;3578,27;1;1;1,0;3578,27
2016;10;14150;1;3578,27;1;1;1,0;3578,27
2016;10;14155;1;3578,27;1;1;1,0;3578,27
2016;10;14157;1;3578,27;1;1;1,0;3578,27
2016;10;14158;1;3578,27;1;1;1,0;3578,27
2016;10;14159;1;3578,27;1;1;1,0;3578,27
2016;10;14165;1;3578,27;1;1;1,0;3578,27
2016;10;14183;1;3578,27;1;1;1,0;3578,27
2016;10;14191;1;3578,27;1;1;1,0;3578,27
2016;10;14195;1;3578,27;1;1;1,0;3578,27
2016;10;14427;1;3578,27;1;1;1,0;3578,27
2016;10;14429;1;3578,27;1;1;1,0;3578,27
2016;10;14525;1;3578,27;1;1;1,0;3578,27
